Rank,Club,Country,Level,Elo,From,To
None,Istra 1961,CRO,1,1339.72094727,2025-08-16,2025-08-25
None,Kocaelispor,TUR,1,1338.98522949,2025-08-17,2025-08-25
None,Cherno More,BUL,1,1338.60852051,2025-08-17,2025-08-25
None,Genclerbirligi,TUR,1,1338.37060547,2025-08-18,2025-08-25
None,IK Sirius,SWE,1,1338.05371094,2025-08-18,2025-08-24
None,Sheriff Tiraspol,MOL,0,1337.39282227,2025-08-15,2025-08-25
None,Viitorul,ROM,1,1337.04016113,2025-08-15,2025-08-18
None,Lechia,POL,1,1336.90319824,2025-08-16,2025-08-25
None,Zulte Waregem,BEL,1,1336.47277832,2025-08-17,2025-08-25
None,Polissya Zhytomyr,UKR,1,1335.26208496,2025-08-18,2025-08-25
None,Motherwell,SCO,1,1335.24938965,2025-08-15,2025-08-23
None,Kosice,SLK,0,1334.27197266,2025-08-15,2025-08-25
None,Atromitos,GRE,1,1332.4107666,2025-08-15,2025-08-25
None,Osijek,CRO,1,1330.92541504,2025-08-18,2025-08-25
None,Arka,POL,1,1330.33068848,2025-08-17,2025-08-25
None,Dresden,GER,2,1329.25195312,2025-08-10,2025-08-24
None,Lok Zagreb,CRO,1,1328.31677246,2025-08-17,2025-08-25
None,Levadeiakos,GRE,1,1327.17456055,2025-08-15,2025-08-25
None,Brommapojkarna,SWE,1,1326.85412598,2025-08-18,2025-08-24
None,Grasshoppers,SUI,1,1326.65917969,2025-08-15,2025-08-25
None,Olexandriya,UKR,1,1324.46398926,2025-08-17,2025-08-25
None,Koper,SVN,1,1324.27868652,2025-08-18,2025-08-25
None,Nizhny Novgorod,RUS,1,1323.47692871,2025-07-21,2025-08-25
None,Winterthur,SUI,1,1323.19921875,2025-08-15,2025-08-25
None,RAAL,BEL,1,1321.59545898,2025-08-18,2025-08-25
None,BW Linz,AUT,1,1321.49304199,2025-08-18,2025-08-23
None,Dundee United,SCO,1,1319.89086914,2025-08-15,2025-08-25
None,Ham-Kam,NOR,1,1319.75061035,2025-08-18,2025-08-25
None,Shamrock,IRL,0,1318.25976562,2025-08-15,2025-08-21
None,Slovacko,CZE,1,1316.7512207,2025-08-17,2025-08-25
None,Valerenga,NOR,1,1316.13476562,2025-08-18,2025-08-25
None,Dinamo Bucuresti,ROM,1,1313.20422363,2025-08-16,2025-08-23
None,Slaven Belupo,CRO,1,1313.00927734,2025-08-18,2025-08-25
None,Beitar,ISR,1,1312.69262695,2025-08-15,2025-08-25
None,UTA Arad,ROM,1,1312.17468262,2025-08-16,2025-08-22
None,Varazdin,CRO,1,1311.37768555,2025-08-18,2025-08-25
None,Hermannstadt,ROM,1,1309.65222168,2025-08-17,2025-08-25
None,Hapoel Jerusalem,ISR,1,1308.27526855,2025-08-15,2025-08-25
None,Debrecen,HUN,1,1307.01708984,2025-08-18,2025-08-25
None,Asteras Tripolis,GRE,1,1306.8104248,2025-08-15,2025-08-25
None,OFI,GRE,1,1304.50830078,2025-08-15,2025-08-25
None,Zira,AZE,0,1303.83068848,2025-08-15,2025-08-25
None,Kristiansund,NOR,1,1303.18823242,2025-08-18,2025-08-25
None,Bryne,NOR,1,1302.63464355,2025-08-18,2025-08-25
None,Dundee,SCO,1,1302.21887207,2025-08-15,2025-08-23
None,Arda,BUL,1,1301.8125,2025-08-15,2025-08-18
None,Wattens,AUT,1,1301.19567871,2025-08-17,2025-08-23
None,Thun,SUI,1,1301.0189209,2025-08-15,2025-08-25
None,Norrkoeping,SWE,1,1300.99145508,2025-08-17,2025-08-25
None,Altach,AUT,1,1300.3059082,2025-08-18,2025-08-25
None,Kryvbas,UKR,1,1299.88244629,2025-08-15,2025-08-18
None,MTK,HUN,1,1299.34936523,2025-08-18,2025-08-24
None,Tescoma Zlin,CZE,1,1298.94763184,2025-08-17,2025-08-25
None,Nakchivan,AZE,0,1297.95837402,2025-08-15,2025-08-25
None,Sabah,AZE,0,1295.90576172,2025-08-15,2025-08-25
None,Kolos,UKR,1,1295.58654785,2025-08-17,2025-08-25
None,Otelul Galati,ROM,1,1294.79980469,2025-08-15,2025-08-25
None,FK Riga,LAT,0,1294.65136719,2025-08-15,2025-08-21
None,Panetolikos,GRE,1,1293.53027344,2025-08-15,2025-08-25
None,Zorya,UKR,1,1290.97229004,2025-08-15,2025-08-18
None,Netanya,ISR,1,1290.93518066,2025-08-15,2025-08-25
None,Varnamo,SWE,1,1285.19604492,2025-08-15,2025-08-18
None,Stromsgodset,NOR,1,1282.50524902,2025-08-16,2025-08-25
None,Zrinjski Mostar,BHZ,0,1282.11938477,2025-08-15,2025-08-21
None,Kuopio,FIN,0,1282.03466797,2025-08-15,2025-08-21
None,Kairat,KAZ,0,1281.85717773,2025-08-15,2025-08-20
None,Dukla,CZE,1,1281.50622559,2025-08-17,2025-08-25
None,Zalaegerszegi,HUN,1,1281.20495605,2025-08-18,2025-08-25
None,St Patricks,IRL,0,1280.47900391,2025-08-15,2025-08-25
None,Vaduz,LIE,0,1278.70959473,2025-08-15,2025-08-25
None,Vikingur,ISL,0,1278.62451172,2025-08-15,2025-08-25
None,Petrolul Ploiesti,ROM,1,1277.68151855,2025-08-17,2025-08-25
None,Ujpest,HUN,1,1277.43811035,2025-08-16,2025-08-25
None,Ried,AUT,1,1274.21655273,2025-08-17,2025-08-23
None,Novi Sad,SRB,1,1273.31262207,2025-08-17,2025-08-25
None,Halmstad,SWE,1,1272.45446777,2025-08-17,2025-08-24
None,Rukh Lviv,UKR,1,1270.50952148,2025-08-16,2025-08-25
None,Botosani,ROM,1,1268.51965332,2025-08-18,2025-08-23
None,Diosgyori,HUN,1,1267.76696777,2025-08-17,2025-08-25
None,GAK,AUT,1,1267.43994141,2025-08-17,2025-08-25
None,Aarau,SUI,1,1265.57080078,2025-08-15,2025-08-25
None,Pyunik,ARM,0,1265.03051758,2025-08-15,2025-08-25
None,NFC Volos,GRE,1,1263.97424316,2025-08-15,2025-08-25
None,Ashdod,ISR,1,1262.72570801,2025-08-15,2025-08-25
None,Pardubice,CZE,1,1261.84191895,2025-08-18,2025-08-25
None,Backa Topola,SRB,1,1259.6472168,2025-08-18,2025-08-25
None,Bravo,SVN,1,1254.60192871,2025-08-17,2025-08-25
None,Bnei Sakhinin,ISR,1,1249.8536377,2025-08-15,2025-08-25
None,HNK Gorica,CRO,1,1249.78918457,2025-08-17,2025-08-25
None,Kalithea,GRE,1,1249.26660156,2025-08-15,2025-08-25
None,RFS,LAT,0,1247.30834961,2025-08-15,2025-08-25
None,Karpaty,UKR,1,1246.09362793,2025-08-17,2025-08-25
None,Shelbourne,IRL,0,1244.07299805,2025-08-15,2025-08-25
None,Oester,SWE,1,1243.65979004,2025-08-18,2025-08-25
None,Obolon Kyiv,UKR,1,1242.17858887,2025-08-16,2025-08-25
None,HJK Helsinki,FIN,0,1241.45788574,2025-08-15,2025-08-25
None,Panserraikos,GRE,1,1240.4576416,2025-08-15,2025-08-25
None,Unirea Slobozia,ROM,1,1239.35876465,2025-08-16,2025-08-22
None,Aktobe,KAZ,0,1238.98730469,2025-08-15,2025-08-25
None,Derry City,IRL,0,1236.11022949,2025-08-15,2025-08-25
None,Metalist 1925,UKR,1,1235.41174316,2025-08-17,2025-08-25
None,Livingston,SCO,1,1235.32495117,2025-08-15,2025-08-23
None,Noah,ARM,0,1233.68701172,2025-08-15,2025-08-25
None,LNZ,UKR,1,1227.89404297,2025-08-18,2025-08-25
None,Nyiregyhaza,HUN,1,1227.29077148,2025-08-18,2025-08-25
None,Kisvarda,HUN,1,1226.97290039,2025-08-16,2025-08-25
None,Ararat,ARM,0,1224.68566895,2025-08-15,2025-08-25
None,Haugesund,NOR,1,1222.32067871,2025-08-15,2025-08-25
None,Maccabi Bnei Raina,ISR,1,1219.76403809,2025-08-15,2025-08-23
None,CSKA 1948 Sofia,BUL,1,1218.2779541,2025-08-16,2025-08-25
None,Zeljeznicar,BHZ,0,1217.41394043,2025-08-15,2025-08-25
None,Shkendija,MAC,0,1216.39001465,2025-08-13,2025-08-21
None,Falkirk,SCO,1,1213.53796387,2025-08-15,2025-08-23
None,Breidablik,ISL,0,1213.17980957,2025-08-15,2025-08-25
None,Degerfors,SWE,1,1211.72705078,2025-08-15,2025-08-18
None,Kazincbarcika,HUN,1,1211.68103027,2025-08-17,2025-08-25
None,FK Sarajevo,BHZ,0,1210.89709473,2025-08-15,2025-08-25
None,Borac Banja Luka,BHZ,0,1210.48706055,2025-08-15,2025-08-25
None,Drita,KOS,0,1208.77905273,2025-08-15,2025-08-25
None,Arges Pitesti,ROM,1,1208.58398438,2025-08-15,2025-08-25
None,Lok Sofia,BUL,1,1206.28955078,2025-08-18,2025-08-25
None,Kragujevac,SRB,1,1205.48937988,2025-08-18,2025-08-25
None,Valur,ISL,0,1204.87963867,2025-08-15,2025-08-25
None,Ironi Tiberias,ISR,1,1204.70178223,2025-08-15,2025-08-25
None,Dinamo Minsk,BLR,0,1203.31384277,2025-08-15,2025-08-25
None,Veres,UKR,1,1203.15856934,2025-08-18,2025-08-25
None,M Petach Tikva,ISR,1,1200.82836914,2025-08-15,2025-08-25
None,Novi Pazar,SRB,1,1200.26171875,2025-08-17,2025-08-25
None,Ilves Tampere,FIN,0,1200.18383789,2025-08-15,2025-08-25
None,Csikszereda,ROM,1,1198.66308594,2025-08-18,2025-08-23
None,Ordabasy,KAZ,0,1197.83874512,2025-08-15,2025-08-25
None,Cukaricki,SRB,1,1196.36328125,2025-08-16,2025-08-25
None,Akureyri,ISL,0,1192.98754883,2025-08-15,2025-08-25
None,Lok Plovdiv,BUL,1,1192.1027832,2025-08-16,2025-08-25
None,Klaksvik,FAR,0,1189.43579102,2025-08-15,2025-08-25
None,Auda,LAT,0,1188.89953613,2025-08-15,2025-08-25
None,Botev Plovdiv,BUL,1,1188.69567871,2025-08-17,2025-08-25
None,Dinamo Tirana,ALB,0,1187.06005859,2025-08-15,2025-08-21
None,Metaloglobus,ROM,1,1185.37512207,2025-08-16,2025-08-22
None,Daugavpils,LAT,0,1181.75415039,2025-08-15,2025-08-25
None,Neman Grodno,BLR,0,1180.65148926,2025-08-15,2025-08-25
None,Seinajoki,FIN,0,1177.98535156,2025-08-15,2025-08-25
None,Kiryat Shmona,ISR,1,1175.92492676,2025-08-15,2025-08-25
None,Beroe Stara Zagora,BUL,1,1172.95092773,2025-08-17,2025-08-25
None,Ballkani,KOS,0,1172.2331543,2025-08-15,2025-08-25
None,Hapoel Eran Hadera,ISR,1,1170.11425781,2025-08-15,2025-08-25
None,Zalgiris Vilnius,LIT,0,1167.48083496,2025-08-15,2025-08-25
None,Primorje,SVN,1,1165.55859375,2025-08-16,2025-08-25
None,Radomlje,SVN,1,1164.98278809,2025-08-16,2025-08-25
None,Zeleznicar Pancevo,SRB,1,1161.4519043,2025-08-18,2025-08-25
None,Lamia,GRE,1,1160.65612793,2025-08-15,2025-08-25
None,Partizani Tirana,ALB,0,1160.1583252,2025-08-15,2025-08-25
None,Torpedo Kutaisi,GEO,0,1159.63708496,2025-08-01,2025-08-25
None,Petrocub,MOL,0,1159.47888184,2025-08-15,2025-08-25
None,Egnatia,ALB,0,1159.2310791,2025-08-15,2025-08-25
None,Banants,ARM,0,1157.76501465,2025-08-15,2025-08-25
None,Aluminij,SVN,1,1151.05541992,2025-08-18,2025-08-25
None,FC Spaeri,GEO,0,1150.31738281,2025-08-01,2025-08-25
None,Dila Gori,GEO,0,1149.46264648,2025-08-01,2025-08-25
None,Saburtalo,GEO,0,1149.43676758,2025-08-01,2025-08-25
None,Vllaznia,ALB,0,1147.20483398,2025-08-15,2025-08-25
None,Mura,SVN,1,1144.48010254,2025-08-17,2025-08-25
None,Kudrivka,UKR,1,1143.85083008,2025-08-15,2025-08-25
None,Spartak Varna,BUL,1,1143.82727051,2025-08-17,2025-08-25
None,Slavia Sofia,BUL,1,1139.13208008,2025-08-16,2025-08-25
None,SK Poltava,UKR,1,1135.03051758,2025-08-15,2025-08-25
None,Mladost Lucani,SRB,1,1134.95788574,2025-08-16,2025-08-25
None,Linfield,NIR,0,1131.64782715,2025-08-15,2025-08-25
None,Kauno Zalgiris,LIT,0,1131.26147461,2025-08-15,2025-08-25
None,IMT,SRB,1,1131.14318848,2025-08-15,2025-08-18
None,Flora Tallinn,EST,0,1130.33569336,2025-08-15,2025-08-25
None,OFK,SRB,1,1129.23596191,2025-08-18,2025-08-25
None,Levski Krumovgrad,BUL,1,1128.10400391,2025-08-15,2025-08-25
None,Domzale,SVN,1,1127.45129395,2025-08-17,2025-08-25
None,Dinamo Brest,BLR,0,1125.46850586,2025-08-15,2025-08-25
None,Episentr,UKR,1,1123.15515137,2025-08-17,2025-08-25
None,Zimbru,MOL,0,1121.7635498,2025-08-15,2025-08-25
None,Vukovar,CRO,1,1118.42687988,2025-08-16,2025-08-25
None,Banga,LIT,0,1112.11340332,2025-08-15,2025-08-25
None,Zlatibor,SRB,1,1111.88037109,2025-08-16,2025-08-25
None,Torpedo Zhodino,BLR,0,1110.61962891,2025-08-15,2025-08-25
None,Botev Vratsa,BUL,1,1109.41870117,2025-08-18,2025-08-25
None,Nis,SRB,1,1108.18078613,2025-08-18,2025-08-25
None,Milsami Orhei,MOL,0,1106.46777344,2025-08-15,2025-08-25
None,Hegelmann,LIT,0,1105.82617188,2025-08-15,2025-08-25
None,Septemvri Sofia,BUL,1,1101.59985352,2025-08-15,2025-08-18
None,Hamrun,MLT,0,1099.0012207,2025-08-15,2025-08-25
None,Decic,MNT,0,1098.26611328,2025-08-01,2025-08-25
None,Krusevac,SRB,1,1097.13916016,2025-08-18,2025-08-25
None,Vardar,MAC,0,1095.60180664,2025-08-13,2025-08-25
None,Sileks,MAC,0,1086.93725586,2025-08-13,2025-08-25
None,Paide Linnameeskond,EST,0,1082.50500488,2025-08-15,2025-08-25
None,Sutjeska,MNT,0,1082.16503906,2025-08-01,2025-08-25
None,Rabotnicki,MAC,0,1077.22460938,2025-08-13,2025-08-25
None,Differdang,LUX,0,1077.19299316,2025-08-15,2025-08-25
None,Radnik Surdulica,SRB,1,1075.63696289,2025-08-17,2025-08-25
None,Dobrudzha,BUL,1,1075.18151855,2025-08-15,2025-08-18
None,Nomme Kalju,EST,0,1067.47192383,2025-08-15,2025-08-25
None,Prishtine,KOS,0,1067.16113281,2025-08-15,2025-08-25
None,Larne,NIR,0,1066.55737305,2025-08-15,2025-08-25
None,The New Saints,WAL,0,1066.45996094,2025-07-30,2025-08-25
None,Ivanjica,SRB,1,1062.67919922,2025-08-17,2025-08-25
None,R Letzebuerg,LUX,0,1060.97998047,2025-08-15,2025-08-25
None,Dungannon,NIR,0,1059.46276855,2025-08-15,2025-08-25
None,Floriana,MLT,0,1056.42333984,2025-08-15,2025-08-25
None,Blagoevgrad,BUL,1,1053.99914551,2025-08-15,2025-08-25
None,Una Strassen,LUX,0,1053.04541016,2025-08-15,2025-08-25
None,FC Infonet,EST,0,1050.11779785,2025-08-15,2025-08-25
None,HB Torshavn,FAR,0,1050.01196289,2025-08-15,2025-08-25
None,Montana 1921,BUL,1,1049.13891602,2025-08-16,2025-08-25
None,Hibernians Paola,MLT,0,1048.27441406,2025-08-15,2025-08-25
None,Birkirkara,MLT,0,1043.83825684,2025-08-15,2025-08-25
None,Dudelange,LUX,0,1040.85974121,2025-08-15,2025-08-25
None,Malisheva,KOS,0,1040.26306152,2025-08-15,2025-08-25
None,Cliftonville,NIR,0,1040.16564941,2025-08-15,2025-08-25
None,Runavik,FAR,0,1039.26025391,2025-08-15,2025-08-25
None,Hebar,BUL,1,1036.97155762,2025-08-15,2025-08-25
None,Podgorica,MNT,0,1034.60974121,2025-08-01,2025-08-25
None,Gota,FAR,0,1033.24377441,2025-08-15,2025-08-25
None,Lincoln,GIB,0,1020.89971924,2025-08-15,2025-08-21
None,Escaldes,AND,0,1002.05847168,2025-08-01,2025-08-25
None,Penybont,WAL,0,988.12121582,2025-07-30,2025-08-25
None,Haverfordwest,WAL,0,985.383117676,2025-07-30,2025-08-25
None,Santa Coloma,AND,0,954.309020996,2025-08-01,2025-08-25
None,St Josephs,GIB,0,949.638366699,2025-08-15,2025-08-25
None,Atletic Club Escaldes,AND,0,944.226379395,2025-08-01,2025-08-25
None,FCB Magpies,GIB,0,916.562011719,2025-08-15,2025-08-25
None,SS Virtus,SMR,0,768.95111084,2025-08-15,2025-08-25
None,Tre Fiori,SMR,0,736.799255371,2025-08-15,2025-08-25
None,La Fiorita,SMR,0,716.78692627,2025-08-15,2025-08-25


