Rank,Club,Country,Level,Elo,From,To
None,Sheriff Tiraspol,MOL,0,1337.3927002,2025-08-15,2025-08-31
None,Shamrock,IRL,0,1337.10571289,2025-08-22,2025-08-31
None,Fatih Karaguemruek,TUR,1,1336.31774902,2025-08-23,2025-08-31
None,Karvina,CZE,1,1336.02050781,2025-08-24,2025-08-31
None,Kilmarnock,SCO,1,1335.3079834,2025-08-24,2025-08-30
None,Osijek,CRO,1,1334.28491211,2025-08-22,2025-08-24
None,Ham-Kam,NOR,1,1333.97717285,2025-08-23,2025-08-31
None,Atromitos,GRE,1,1333.10522461,2025-08-24,2025-08-31
None,Kosice,SLK,0,1331.60009766,2025-08-22,2025-08-31
None,Koper,SVN,1,1330.45043945,2025-08-24,2025-08-31
None,Grasshoppers,SUI,1,1329.36938477,2025-08-22,2025-08-24
None,Brommapojkarna,SWE,1,1328.32324219,2025-08-22,2025-08-24
None,Motherwell,SCO,1,1328.26196289,2025-08-24,2025-08-30
None,Dresden,GER,2,1327.98217773,2025-08-22,2025-08-24
None,Levadeiakos,GRE,1,1327.86914062,2025-08-22,2025-08-25
None,Kocaelispor,TUR,1,1327.64599609,2025-08-24,2025-08-31
None,Norrkoeping,SWE,1,1326.37121582,2025-08-22,2025-08-25
None,Winterthur,SUI,1,1325.90979004,2025-08-22,2025-08-24
None,Genclerbirligi,TUR,1,1325.14025879,2025-08-24,2025-08-31
None,Lechia,POL,1,1324.00854492,2025-08-22,2025-08-24
None,Nizhny Novgorod,RUS,1,1323.47692871,2025-07-21,2025-08-31
None,RAAL,BEL,1,1323.06774902,2025-08-22,2025-08-24
None,Viitorul,ROM,1,1321.10192871,2025-08-22,2025-08-25
None,Slovacko,CZE,1,1320.5177002,2025-08-22,2025-08-24
None,Arka,POL,1,1320.18395996,2025-08-22,2025-08-24
None,Lok Zagreb,CRO,1,1313.89697266,2025-08-24,2025-08-31
None,Dundee United,SCO,1,1312.90332031,2025-08-22,2025-08-31
None,Polissya Zhytomyr,UKR,1,1312.53271484,2025-08-22,2025-08-31
None,Varazdin,CRO,1,1312.29699707,2025-08-22,2025-08-31
None,Hapoel Jerusalem,ISR,1,1311.97216797,2025-08-24,2025-08-31
None,Kristiansund,NOR,1,1311.63598633,2025-08-22,2025-08-25
None,Zira,AZE,0,1309.98913574,2025-08-20,2025-08-31
None,BW Linz,AUT,1,1309.44909668,2025-08-24,2025-08-31
None,Slaven Belupo,CRO,1,1307.80847168,2025-08-24,2025-08-31
None,Asteras Tripolis,GRE,1,1307.50500488,2025-08-24,2025-08-31
None,Dinamo Bucuresti,ROM,1,1306.2076416,2025-08-24,2025-08-31
None,OFI,GRE,1,1305.20275879,2025-08-22,2025-08-24
None,UTA Arad,ROM,1,1305.17834473,2025-08-23,2025-08-31
None,Bryne,NOR,1,1304.40429688,2025-08-22,2025-08-24
None,Varnamo,SWE,1,1304.18652344,2025-08-22,2025-08-24
None,Nakchivan,AZE,0,1304.11669922,2025-08-20,2025-08-31
None,Thun,SUI,1,1303.72937012,2025-08-24,2025-08-31
None,Kryvbas,UKR,1,1303.15893555,2025-08-22,2025-08-31
None,Hermannstadt,ROM,1,1303.10791016,2025-08-22,2025-08-25
None,Sabah,AZE,0,1302.06420898,2025-08-20,2025-08-31
None,Altach,AUT,1,1299.95532227,2025-08-22,2025-08-24
None,Olexandriya,UKR,1,1299.37731934,2025-08-22,2025-08-31
None,Dukla,CZE,1,1297.69519043,2025-08-22,2025-08-24
None,Arda,BUL,1,1296.94018555,2025-08-22,2025-08-25
None,Wattens,AUT,1,1296.12451172,2025-08-24,2025-08-31
None,Dundee,SCO,1,1295.23144531,2025-08-24,2025-08-31
None,Netanya,ISR,1,1294.63195801,2025-08-22,2025-08-24
None,Panetolikos,GRE,1,1294.22485352,2025-08-24,2025-08-31
None,Debrecen,HUN,1,1291.33996582,2025-08-23,2025-08-31
None,Tescoma Zlin,CZE,1,1290.80126953,2025-08-24,2025-08-31
None,FK Riga,LAT,0,1290.32202148,2025-08-22,2025-08-31
None,St Patricks,IRL,0,1289.02185059,2025-08-22,2025-08-31
None,Otelul Galati,ROM,1,1287.80322266,2025-08-22,2025-08-24
None,Kolos,UKR,1,1287.78015137,2025-08-22,2025-08-31
None,Stromsgodset,NOR,1,1285.5690918,2025-08-22,2025-08-24
None,Kairat,KAZ,0,1284.83093262,2025-08-21,2025-08-26
None,Vaduz,LIE,0,1281.42016602,2025-08-22,2025-08-31
None,Zalaegerszegi,HUN,1,1281.2956543,2025-08-22,2025-08-31
None,Zrinjski Mostar,BHZ,0,1279.8614502,2025-08-22,2025-08-31
None,Kuopio,FIN,0,1279.82067871,2025-08-22,2025-08-31
None,Halmstad,SWE,1,1278.61584473,2025-08-22,2025-08-24
None,Vikingur,ISL,0,1278.55053711,2025-08-22,2025-08-31
None,Pyunik,ARM,0,1277.43383789,2025-08-22,2025-08-31
None,MTK,HUN,1,1277.07507324,2025-08-22,2025-08-24
None,Zorya,UKR,1,1276.77978516,2025-08-22,2025-08-31
None,Oester,SWE,1,1275.00866699,2025-08-22,2025-08-25
None,Petrolul Ploiesti,ROM,1,1270.23266602,2025-08-22,2025-08-24
None,HNK Gorica,CRO,1,1268.48828125,2025-08-23,2025-08-31
None,Noah,ARM,0,1268.29882812,2025-08-22,2025-08-31
None,Aarau,SUI,1,1268.28112793,2025-08-22,2025-08-31
None,Botosani,ROM,1,1267.64733887,2025-08-24,2025-08-31
None,Ashdod,ISR,1,1266.42260742,2025-08-24,2025-08-31
None,Ried,AUT,1,1265.18969727,2025-08-24,2025-08-31
None,Rukh Lviv,UKR,1,1265.0513916,2025-08-22,2025-08-31
None,NFC Volos,GRE,1,1264.66894531,2025-08-24,2025-08-31
None,GAK,AUT,1,1262.51953125,2025-08-22,2025-08-24
None,Novi Sad,SRB,1,1262.34265137,2025-08-24,2025-08-31
None,Ujpest,HUN,1,1262.2701416,2025-08-22,2025-08-31
None,Diosgyori,HUN,1,1260.35046387,2025-08-24,2025-08-31
None,Pardubice,CZE,1,1258.10180664,2025-08-24,2025-08-31
None,Shelbourne,IRL,0,1257.78198242,2025-08-22,2025-08-31
None,Metalist 1925,UKR,1,1249.58215332,2025-08-22,2025-08-31
None,Bravo,SVN,1,1249.30712891,2025-08-22,2025-08-24
None,Derry City,IRL,0,1244.6529541,2025-08-22,2025-08-31
None,Karpaty,UKR,1,1242.98400879,2025-08-22,2025-08-31
None,Panserraikos,GRE,1,1241.15234375,2025-08-22,2025-08-24
None,HJK Helsinki,FIN,0,1240.65917969,2025-08-22,2025-08-31
None,RFS,LAT,0,1240.12573242,2025-08-22,2025-08-31
None,Aktobe,KAZ,0,1240.03637695,2025-08-21,2025-08-31
None,LNZ,UKR,1,1239.11962891,2025-08-22,2025-08-31
None,Backa Topola,SRB,1,1237.56445312,2025-08-24,2025-08-31
None,Ararat,ARM,0,1237.08886719,2025-08-22,2025-08-31
None,Obolon Kyiv,UKR,1,1236.72045898,2025-08-22,2025-08-31
None,Nyiregyhaza,HUN,1,1234.56811523,2025-08-24,2025-08-31
None,Kisvarda,HUN,1,1233.7409668,2025-08-22,2025-08-31
None,Unirea Slobozia,ROM,1,1232.36218262,2025-08-23,2025-08-31
None,Haugesund,NOR,1,1230.31848145,2025-08-22,2025-08-24
None,Livingston,SCO,1,1228.33752441,2025-08-24,2025-08-30
None,Maccabi Bnei Raina,ISR,1,1223.4609375,2025-08-24,2025-08-31
None,Shkendija,MAC,0,1223.42053223,2025-08-22,2025-08-28
None,Degerfors,SWE,1,1220.08349609,2025-08-22,2025-08-24
None,Larisa,GRE,1,1218.41357422,2025-08-22,2025-08-24
None,Kifisias,GRE,1,1218.41357422,2025-08-22,2025-08-25
None,Zeljeznicar,BHZ,0,1216.58581543,2025-08-22,2025-08-31
None,CSKA 1948 Sofia,BUL,1,1214.05908203,2025-08-22,2025-08-24
None,Breidablik,ISL,0,1212.97253418,2025-08-22,2025-08-31
None,Drita,KOS,0,1211.375,2025-08-22,2025-08-31
None,Kazincbarcika,HUN,1,1210.69714355,2025-08-22,2025-08-31
None,FK Sarajevo,BHZ,0,1210.06884766,2025-08-22,2025-08-31
None,Borac Banja Luka,BHZ,0,1209.65881348,2025-08-22,2025-08-31
None,Lok Sofia,BUL,1,1209.43493652,2025-08-23,2025-08-31
None,Ironi Tiberias,ISR,1,1208.39868164,2025-08-24,2025-08-31
None,Falkirk,SCO,1,1206.55041504,2025-08-24,2025-08-31
None,Valur,ISL,0,1204.80578613,2025-08-22,2025-08-31
None,Dinamo Minsk,BLR,0,1203.15100098,2025-08-22,2025-08-31
None,Arges Pitesti,ROM,1,1201.58740234,2025-08-22,2025-08-31
None,Novi Pazar,SRB,1,1201.20263672,2025-08-20,2025-08-24
None,Ilves Tampere,FIN,0,1199.38525391,2025-08-22,2025-08-31
None,Ordabasy,KAZ,0,1198.88781738,2025-08-21,2025-08-31
None,Kragujevac,SRB,1,1196.63000488,2025-08-20,2025-08-24
None,H Tel Aviv,ISR,1,1195.89208984,2025-08-24,2025-08-31
None,H Petach Tikva,ISR,1,1195.89208984,2025-08-24,2025-08-31
None,Veres,UKR,1,1194.99951172,2025-08-22,2025-08-31
None,Botev Plovdiv,BUL,1,1193.5177002,2025-08-22,2025-08-24
None,Akureyri,ISL,0,1192.91345215,2025-08-22,2025-08-31
None,Cukaricki,SRB,1,1191.68249512,2025-08-20,2025-08-31
None,Klaksvik,FAR,0,1189.43579102,2025-08-15,2025-08-31
None,Csikszereda,ROM,1,1188.32421875,2025-08-24,2025-08-31
None,Lok Plovdiv,BUL,1,1187.88415527,2025-08-24,2025-08-31
None,Auda,LAT,0,1185.81396484,2025-08-22,2025-08-31
None,Dinamo Tirana,ALB,0,1184.78039551,2025-08-22,2025-08-31
None,Neman Grodno,BLR,0,1180.21948242,2025-08-22,2025-08-31
None,Kiryat Shmona,ISR,1,1179.62194824,2025-08-24,2025-08-31
None,Daugavpils,LAT,0,1178.66845703,2025-08-22,2025-08-31
None,Metaloglobus,ROM,1,1178.37854004,2025-08-23,2025-08-31
None,Seinajoki,FIN,0,1177.18676758,2025-08-22,2025-08-31
None,Ballkani,KOS,0,1173.22668457,2025-08-22,2025-08-31
None,Banants,ARM,0,1170.16809082,2025-08-22,2025-08-31
None,Zalgiris Vilnius,LIT,0,1167.4810791,2025-08-15,2025-08-31
None,Radomlje,SVN,1,1166.40856934,2025-08-24,2025-08-31
None,Zeleznicar Pancevo,SRB,1,1166.38146973,2025-08-20,2025-08-24
None,Beroe Stara Zagora,BUL,1,1159.69116211,2025-08-22,2025-08-25
None,Torpedo Kutaisi,GEO,0,1159.63708496,2025-08-01,2025-08-31
None,Petrocub,MOL,0,1159.47888184,2025-08-15,2025-08-31
None,Partizani Tirana,ALB,0,1159.25317383,2025-08-22,2025-08-31
None,Egnatia,ALB,0,1158.32592773,2025-08-22,2025-08-31
None,FC Spaeri,GEO,0,1150.31738281,2025-08-01,2025-08-31
None,Dila Gori,GEO,0,1149.46252441,2025-08-01,2025-08-31
None,Saburtalo,GEO,0,1149.43676758,2025-08-01,2025-08-31
None,Mura,SVN,1,1147.42590332,2025-08-24,2025-08-31
None,Vllaznia,ALB,0,1146.29956055,2025-08-22,2025-08-31
None,Primorje,SVN,1,1146.22070312,2025-08-22,2025-08-24
None,OFK,SRB,1,1141.95715332,2025-08-24,2025-08-31
None,Aluminij,SVN,1,1139.35229492,2025-08-23,2025-08-31
None,Kudrivka,UKR,1,1138.39282227,2025-08-22,2025-08-31
None,Slavia Sofia,BUL,1,1134.91333008,2025-08-22,2025-08-25
None,Spartak Varna,BUL,1,1132.9263916,2025-08-23,2025-08-31
None,Kauno Zalgiris,LIT,0,1131.26147461,2025-08-15,2025-08-31
None,Flora Tallinn,EST,0,1130.33532715,2025-08-15,2025-08-31
None,Mladost Lucani,SRB,1,1130.27685547,2025-08-24,2025-08-31
None,SK Poltava,UKR,1,1129.57250977,2025-08-22,2025-08-31
None,Dinamo Brest,BLR,0,1125.30554199,2025-08-22,2025-08-31
None,Vukovar,CRO,1,1124.81140137,2025-08-23,2025-08-31
None,Levski Krumovgrad,BUL,1,1123.88500977,2025-08-22,2025-08-31
None,Linfield,NIR,0,1123.23535156,2025-08-22,2025-08-31
None,IMT,SRB,1,1122.64306641,2025-08-20,2025-08-24
None,Zimbru,MOL,0,1121.76342773,2025-08-15,2025-08-31
None,Episentr,UKR,1,1114.82910156,2025-08-22,2025-08-31
None,Banga,LIT,0,1112.11340332,2025-08-15,2025-08-31
None,Botev Vratsa,BUL,1,1111.57751465,2025-08-22,2025-08-24
None,Torpedo Zhodino,BLR,0,1110.45690918,2025-08-22,2025-08-31
None,Zlatibor,SRB,1,1107.19946289,2025-08-20,2025-08-24
None,Domzale,SVN,1,1106.59313965,2025-08-23,2025-08-31
None,Milsami Orhei,MOL,0,1106.46765137,2025-08-15,2025-08-31
None,Hegelmann,LIT,0,1105.82617188,2025-08-15,2025-08-31
None,Hamrun,MLT,0,1105.7557373,2025-08-22,2025-08-31
None,Septemvri Sofia,BUL,1,1103.41381836,2025-08-24,2025-08-31
None,Vardar,MAC,0,1098.46374512,2025-08-22,2025-08-31
None,Decic,MNT,0,1098.26599121,2025-08-01,2025-08-31
None,Krusevac,SRB,1,1096.63671875,2025-08-23,2025-08-31
None,Nis,SRB,1,1093.88952637,2025-08-20,2025-08-24
None,Sileks,MAC,0,1089.79919434,2025-08-22,2025-08-31
None,Paide Linnameeskond,EST,0,1082.50488281,2025-08-15,2025-08-31
None,Sutjeska,MNT,0,1082.16516113,2025-08-01,2025-08-31
None,Rabotnicki,MAC,0,1080.08642578,2025-08-22,2025-08-31
None,Differdang,LUX,0,1074.49401855,2025-08-22,2025-08-31
None,Prishtine,KOS,0,1068.15466309,2025-08-22,2025-08-31
None,Nomme Kalju,EST,0,1067.47167969,2025-08-15,2025-08-31
None,The New Saints,WAL,0,1066.4597168,2025-07-30,2025-08-31
None,Radnik Surdulica,SRB,1,1065.33435059,2025-08-20,2025-08-24
None,Dobrudzha,BUL,1,1064.92980957,2025-08-22,2025-08-24
None,Ivanjica,SRB,1,1064.28747559,2025-08-23,2025-08-31
None,Larne,NIR,0,1063.3112793,2025-08-22,2025-08-31
None,R Letzebuerg,LUX,0,1059.88330078,2025-08-22,2025-08-31
None,Floriana,MLT,0,1059.08093262,2025-08-22,2025-08-31
None,Dungannon,NIR,0,1056.21655273,2025-08-22,2025-08-31
None,Una Strassen,LUX,0,1051.9486084,2025-08-22,2025-08-31
None,Hibernians Paola,MLT,0,1050.93200684,2025-08-22,2025-08-31
None,FC Infonet,EST,0,1050.11755371,2025-08-15,2025-08-31
None,HB Torshavn,FAR,0,1050.01196289,2025-08-15,2025-08-31
None,Blagoevgrad,BUL,1,1049.78027344,2025-08-22,2025-08-31
None,Birkirkara,MLT,0,1046.49584961,2025-08-22,2025-08-31
None,Montana 1921,BUL,1,1044.92004395,2025-08-24,2025-08-31
None,Malisheva,KOS,0,1041.2565918,2025-08-22,2025-08-31
None,Dudelange,LUX,0,1039.76306152,2025-08-22,2025-08-31
None,Runavik,FAR,0,1039.26025391,2025-08-15,2025-08-31
None,Cliftonville,NIR,0,1036.91955566,2025-08-22,2025-08-31
None,Podgorica,MNT,0,1034.60974121,2025-08-01,2025-08-31
None,Gota,FAR,0,1033.24377441,2025-08-15,2025-08-31
None,Hebar,BUL,1,1032.75268555,2025-08-22,2025-08-31
None,Lincoln,GIB,0,1020.8147583,2025-08-22,2025-08-31
None,Escaldes,AND,0,1002.05841064,2025-08-01,2025-08-31
None,Penybont,WAL,0,988.121032715,2025-07-30,2025-08-31
None,Haverfordwest,WAL,0,985.383117676,2025-07-30,2025-08-31
None,Santa Coloma,AND,0,954.308959961,2025-08-01,2025-08-31
None,St Josephs,GIB,0,949.602478027,2025-08-22,2025-08-31
None,Atletic Club Escaldes,AND,0,944.226257324,2025-08-01,2025-08-31
None,FCB Magpies,GIB,0,916.526184082,2025-08-22,2025-08-31
None,SS Virtus,SMR,0,769.200378418,2025-08-22,2025-08-31
None,Tre Fiori,SMR,0,736.915405273,2025-08-22,2025-08-31
None,La Fiorita,SMR,0,716.903076172,2025-08-22,2025-08-31


