Rank,Club,Country,Level,Elo,From,To
None,Olimpija Ljubljana,SVN,1,1336.68701172,2025-08-29,2025-08-31
None,Cherno More,BUL,1,1336.50817871,2025-08-30,2025-09-14
None,CSKA Sofia,BUL,1,1336.18078613,2025-08-29,2025-08-30
None,Norrkoeping,SWE,1,1335.55993652,2025-08-29,2025-08-31
None,Mlada Boleslav,CZE,1,1333.49682617,2025-08-29,2025-08-30
None,Lechia,POL,1,1332.56347656,2025-08-29,2025-08-31
None,Sochi,RUS,1,1330.81860352,2025-08-25,2025-09-14
None,Winterthur,SUI,1,1329.89709473,2025-08-29,2025-08-30
None,Kosice,SLK,0,1329.74914551,2025-08-29,2025-09-14
None,Thun,SUI,1,1329.4786377,2025-08-29,2025-08-30
None,Grasshoppers,SUI,1,1329.36132812,2025-08-29,2025-08-30
None,Zulte Waregem,BEL,1,1328.39697266,2025-08-29,2025-08-31
None,RAAL,BEL,1,1327.9666748,2025-08-29,2025-08-30
None,Dinamo Bucuresti,ROM,1,1327.53381348,2025-08-29,2025-08-30
None,Kristiansund,NOR,1,1326.77575684,2025-08-29,2025-08-31
None,Brommapojkarna,SWE,1,1326.2244873,2025-08-29,2025-08-30
None,Teplice,CZE,1,1325.43762207,2025-08-29,2025-08-30
None,Istra 1961,CRO,1,1325.29882812,2025-08-30,2025-09-14
None,Karvina,CZE,1,1324.57202148,2025-08-29,2025-08-30
None,Viitorul,ROM,1,1324.34936523,2025-08-29,2025-09-01
None,Hermannstadt,ROM,1,1321.12573242,2025-08-29,2025-08-30
None,Motherwell,SCO,1,1320.54125977,2025-08-29,2025-08-30
None,Kilmarnock,SCO,1,1320.41015625,2025-08-29,2025-08-30
None,Asteras Tripolis,GRE,1,1319.89880371,2025-08-29,2025-08-31
None,OFI,GRE,1,1319.19995117,2025-08-29,2025-08-30
None,Aberdeen,SCO,1,1317.90808105,2025-08-29,2025-08-31
None,Beitar,ISR,1,1317.25061035,2025-08-29,2025-08-31
None,Arka,POL,1,1316.11682129,2025-08-30,2025-09-14
None,Osijek,CRO,1,1316.06164551,2025-08-29,2025-08-31
None,Lok Zagreb,CRO,1,1315.58044434,2025-08-29,2025-08-31
None,Nizhny Novgorod,RUS,1,1315.55957031,2025-08-24,2025-09-14
None,Polissya Zhytomyr,UKR,1,1315.40820312,2025-08-29,2025-08-31
None,UTA Arad,ROM,1,1312.47558594,2025-08-30,2025-09-14
None,Kocaelispor,TUR,1,1312.33349609,2025-08-29,2025-08-30
None,Fatih Karaguemruek,TUR,1,1311.47070312,2025-08-29,2025-08-30
None,Zira,AZE,0,1308.82958984,2025-08-28,2025-09-14
None,Slovacko,CZE,1,1306.76953125,2025-08-29,2025-08-30
None,Bryne,NOR,1,1306.45727539,2025-08-29,2025-08-30
None,Kryvbas,UKR,1,1306.4161377,2025-08-29,2025-08-30
None,Genclerbirligi,TUR,1,1305.74658203,2025-08-29,2025-08-31
None,Varazdin,CRO,1,1304.55639648,2025-08-29,2025-08-30
None,Debrecen,HUN,1,1304.36132812,2025-08-29,2025-08-31
None,Otelul Galati,ROM,1,1303.98022461,2025-08-29,2025-09-01
None,Hapoel Jerusalem,ISR,1,1303.25402832,2025-08-29,2025-08-30
None,Nakchivan,AZE,0,1302.94592285,2025-08-28,2025-09-14
None,Olexandriya,UKR,1,1302.65710449,2025-08-29,2025-08-31
None,Kairat,KAZ,0,1301.77709961,2025-08-27,2025-09-14
None,Altach,AUT,1,1301.14904785,2025-08-29,2025-08-31
None,Sabah,AZE,0,1300.93347168,2025-08-28,2025-09-14
None,Dundee United,SCO,1,1300.83410645,2025-08-29,2025-08-31
None,Wattens,AUT,1,1299.26208496,2025-08-29,2025-08-31
None,BW Linz,AUT,1,1298.38635254,2025-08-29,2025-08-30
None,Panetolikos,GRE,1,1296.20812988,2025-08-29,2025-08-30
None,St Patricks,IRL,0,1295.68713379,2025-08-29,2025-09-14
None,Halmstad,SWE,1,1294.1932373,2025-08-29,2025-08-30
None,Botosani,ROM,1,1293.06542969,2025-08-29,2025-08-31
None,Varnamo,SWE,1,1292.89660645,2025-08-29,2025-08-30
None,Stromsgodset,NOR,1,1291.93249512,2025-08-29,2025-08-31
None,Kolos,UKR,1,1291.04577637,2025-08-29,2025-08-30
None,Tescoma Zlin,CZE,1,1290.75244141,2025-08-29,2025-08-31
None,Slaven Belupo,CRO,1,1290.67272949,2025-08-29,2025-09-14
None,Netanya,ISR,1,1289.87438965,2025-08-29,2025-08-31
None,Dukla,CZE,1,1286.63928223,2025-08-29,2025-08-30
None,Dundee,SCO,1,1286.02441406,2025-08-29,2025-08-31
None,Vaduz,LIE,0,1283.4017334,2025-08-29,2025-09-14
None,FK Riga,LAT,0,1283.32727051,2025-08-29,2025-09-14
None,Ried,AUT,1,1282.52319336,2025-08-29,2025-08-30
None,Pyunik,ARM,0,1281.22753906,2025-08-29,2025-09-14
None,Zorya,UKR,1,1280.04418945,2025-08-30,2025-09-14
None,Zrinjski Mostar,BHZ,0,1279.40356445,2025-08-29,2025-09-14
None,Arda,BUL,1,1279.30200195,2025-08-29,2025-08-31
None,Vikingur,ISL,0,1279.02172852,2025-08-29,2025-09-14
None,Noah,ARM,0,1278.88244629,2025-08-29,2025-09-14
None,Kuopio,FIN,0,1278.08679199,2025-08-29,2025-09-14
None,Zalaegerszegi,HUN,1,1276.84729004,2025-08-29,2025-08-30
None,Ashdod,ISR,1,1276.83935547,2025-08-29,2025-08-30
None,Petrolul Ploiesti,ROM,1,1276.62756348,2025-08-29,2025-09-01
None,NFC Volos,GRE,1,1273.96252441,2025-08-29,2025-08-30
None,Diosgyori,HUN,1,1271.03125,2025-08-29,2025-08-30
None,Shelbourne,IRL,0,1270.79650879,2025-08-29,2025-09-14
None,Aarau,SUI,1,1270.265625,2025-08-29,2025-09-14
None,Novi Sad,SRB,1,1269.34313965,2025-08-27,2025-08-30
None,Oester,SWE,1,1268.87414551,2025-08-29,2025-08-31
None,Rukh Lviv,UKR,1,1268.31640625,2025-08-29,2025-08-30
None,GAK,AUT,1,1267.59411621,2025-08-29,2025-08-30
None,MTK,HUN,1,1265.91003418,2025-08-29,2025-08-30
None,Arges Pitesti,ROM,1,1258.81066895,2025-08-29,2025-09-14
None,HNK Gorica,CRO,1,1258.48510742,2025-08-30,2025-09-14
None,Ujpest,HUN,1,1257.84716797,2025-08-29,2025-08-30
None,Bnei Sakhinin,ISR,1,1254.4140625,2025-08-29,2025-08-30
None,Panserraikos,GRE,1,1252.85046387,2025-08-29,2025-08-30
None,Metalist 1925,UKR,1,1252.82800293,2025-08-29,2025-08-30
None,Derry City,IRL,0,1251.32080078,2025-08-29,2025-09-14
None,Pardubice,CZE,1,1247.61340332,2025-08-29,2025-08-30
None,Karpaty,UKR,1,1246.24755859,2025-08-30,2025-09-14
None,Unirea Slobozia,ROM,1,1246.23828125,2025-08-29,2025-08-30
None,Aktobe,KAZ,0,1245.99890137,2025-08-27,2025-09-14
None,Bravo,SVN,1,1244.76025391,2025-08-29,2025-08-30
None,LNZ,UKR,1,1242.38439941,2025-08-29,2025-08-31
None,Ararat,ARM,0,1240.85510254,2025-08-29,2025-09-14
None,HJK Helsinki,FIN,0,1240.02612305,2025-08-29,2025-09-14
None,Obolon Kyiv,UKR,1,1239.97924805,2025-08-29,2025-08-30
None,Larisa,GRE,1,1231.05786133,2025-08-29,2025-08-30
None,Kisvarda,HUN,1,1229.26940918,2025-08-29,2025-08-30
None,Kifisias,GRE,1,1228.05725098,2025-08-29,2025-08-30
None,Haugesund,NOR,1,1227.82116699,2025-08-29,2025-08-31
None,CSKA 1948 Sofia,BUL,1,1227.72619629,2025-08-29,2025-08-31
None,Backa Topola,SRB,1,1227.18688965,2025-08-27,2025-08-30
None,RFS,LAT,0,1221.7947998,2025-08-29,2025-09-14
None,Drita,KOS,0,1221.13317871,2025-08-29,2025-09-14
None,Ironi Tiberias,ISR,1,1220.39929199,2025-08-29,2025-08-30
None,Maccabi Bnei Raina,ISR,1,1218.09277344,2025-08-29,2025-08-30
None,Degerfors,SWE,1,1217.75195312,2025-08-29,2025-08-31
None,Zeljeznicar,BHZ,0,1216.4083252,2025-08-29,2025-09-14
None,Livingston,SCO,1,1215.21923828,2025-08-29,2025-08-30
None,Nyiregyhaza,HUN,1,1214.99450684,2025-08-29,2025-08-31
None,Breidablik,ISL,0,1214.3001709,2025-08-29,2025-09-14
None,Shkendija,MAC,0,1210.64196777,2025-08-29,2025-09-14
None,FK Sarajevo,BHZ,0,1209.88720703,2025-08-29,2025-09-14
None,Borac Banja Luka,BHZ,0,1209.48803711,2025-08-29,2025-09-14
None,Lok Sofia,BUL,1,1206.64050293,2025-08-30,2025-09-14
None,Kazincbarcika,HUN,1,1206.24743652,2025-08-30,2025-09-14
None,Valur,ISL,0,1205.2713623,2025-08-29,2025-09-14
None,Ordabasy,KAZ,0,1204.8458252,2025-08-27,2025-09-14
None,H Tel Aviv,ISR,1,1203.98669434,2025-08-29,2025-08-30
None,Dinamo Minsk,BLR,0,1202.69592285,2025-08-29,2025-09-14
None,Ilves Tampere,FIN,0,1198.74926758,2025-08-29,2025-09-14
None,Veres,UKR,1,1198.26159668,2025-08-29,2025-08-31
None,Novi Pazar,SRB,1,1198.17077637,2025-08-27,2025-08-31
None,H Petach Tikva,ISR,1,1196.73596191,2025-08-29,2025-08-30
None,Falkirk,SCO,1,1194.49621582,2025-08-29,2025-08-31
None,Botev Plovdiv,BUL,1,1194.29321289,2025-08-29,2025-08-31
None,Lok Plovdiv,BUL,1,1193.95874023,2025-08-29,2025-08-30
None,Akureyri,ISL,0,1193.38671875,2025-08-29,2025-09-14
None,Csikszereda,ROM,1,1192.18603516,2025-08-29,2025-09-01
None,Cukaricki,SRB,1,1190.00549316,2025-08-30,2025-09-14
None,Klaksvik,FAR,0,1189.47131348,2025-08-15,2025-09-14
None,Metaloglobus,ROM,1,1184.69787598,2025-08-29,2025-09-14
None,Dinamo Tirana,ALB,0,1183.72375488,2025-08-29,2025-09-14
None,Kragujevac,SRB,1,1182.51293945,2025-08-27,2025-08-31
None,Auda,LAT,0,1179.07128906,2025-08-29,2025-09-14
None,Neman Grodno,BLR,0,1179.02648926,2025-08-29,2025-09-14
None,Ballkani,KOS,0,1176.96459961,2025-08-29,2025-09-14
None,Seinajoki,FIN,0,1176.55065918,2025-08-29,2025-09-14
None,Banants,ARM,0,1173.95068359,2025-08-29,2025-09-14
None,Kiryat Shmona,ISR,1,1173.21435547,2025-08-29,2025-08-30
None,Daugavpils,LAT,0,1171.93493652,2025-08-29,2025-09-14
None,Zeleznicar Pancevo,SRB,1,1171.34020996,2025-08-27,2025-08-31
None,Zalgiris Vilnius,LIT,0,1167.50354004,2025-08-15,2025-09-14
None,Radomlje,SVN,1,1165.40405273,2025-08-29,2025-08-30
None,Beroe Stara Zagora,BUL,1,1160.45019531,2025-08-29,2025-08-31
None,Torpedo Kutaisi,GEO,0,1159.65429688,2025-08-01,2025-09-14
None,Petrocub,MOL,0,1159.45898438,2025-08-15,2025-09-14
None,Partizani Tirana,ALB,0,1158.83312988,2025-08-29,2025-09-14
None,Egnatia,ALB,0,1157.89306641,2025-08-29,2025-09-14
None,Primorje,SVN,1,1156.43237305,2025-08-29,2025-08-31
None,Aluminij,SVN,1,1156.08459473,2025-08-30,2025-09-14
None,Slavia Sofia,BUL,1,1151.2388916,2025-08-29,2025-08-30
None,FC Spaeri,GEO,0,1150.32824707,2025-08-01,2025-09-14
None,Mura,SVN,1,1149.79833984,2025-08-29,2025-08-31
None,Dila Gori,GEO,0,1149.45703125,2025-08-01,2025-09-14
None,Saburtalo,GEO,0,1149.44421387,2025-08-01,2025-09-14
None,Vllaznia,ALB,0,1145.86279297,2025-08-29,2025-09-14
None,Kudrivka,UKR,1,1141.65258789,2025-08-30,2025-09-14
None,OFK,SRB,1,1138.61584473,2025-08-30,2025-09-14
None,Spartak Varna,BUL,1,1137.25976562,2025-08-29,2025-08-30
None,IMT,SRB,1,1133.38586426,2025-08-27,2025-08-31
None,SK Poltava,UKR,1,1132.83459473,2025-08-30,2025-09-14
None,Kauno Zalgiris,LIT,0,1131.27307129,2025-08-15,2025-09-14
None,Flora Tallinn,EST,0,1130.34887695,2025-08-15,2025-09-14
None,Mladost Lucani,SRB,1,1130.22277832,2025-08-27,2025-08-30
None,Dinamo Brest,BLR,0,1124.85290527,2025-08-29,2025-09-14
None,Hamrun,MLT,0,1124.80529785,2025-08-29,2025-09-14
None,Levski Krumovgrad,BUL,1,1124.65551758,2025-08-29,2025-09-14
None,Botev Vratsa,BUL,1,1124.23278809,2025-08-30,2025-09-14
None,Zimbru,MOL,0,1121.74816895,2025-08-15,2025-09-14
None,Vukovar,CRO,1,1119.3848877,2025-08-29,2025-09-14
None,Episentr,UKR,1,1118.09020996,2025-08-29,2025-08-30
None,Linfield,NIR,0,1112.89953613,2025-08-29,2025-09-14
None,Banga,LIT,0,1112.11181641,2025-08-15,2025-09-14
None,Torpedo Zhodino,BLR,0,1109.97851562,2025-08-29,2025-09-14
None,Zlatibor,SRB,1,1106.89770508,2025-08-27,2025-08-31
None,Milsami Orhei,MOL,0,1106.4597168,2025-08-15,2025-09-14
None,Hegelmann,LIT,0,1105.8293457,2025-08-15,2025-09-14
None,Domzale,SVN,1,1101.25463867,2025-08-29,2025-08-31
None,Nis,SRB,1,1098.4708252,2025-08-27,2025-08-31
None,Decic,MNT,0,1098.27697754,2025-08-01,2025-09-14
None,Krusevac,SRB,1,1095.32946777,2025-08-27,2025-08-31
None,Vardar,MAC,0,1093.296875,2025-08-29,2025-09-14
None,Septemvri Sofia,BUL,1,1092.50463867,2025-08-30,2025-09-14
None,Sileks,MAC,0,1084.62585449,2025-08-29,2025-09-14
None,Paide Linnameeskond,EST,0,1082.51733398,2025-08-15,2025-09-14
None,Sutjeska,MNT,0,1082.15698242,2025-08-01,2025-09-14
None,Rabotnicki,MAC,0,1074.94909668,2025-08-29,2025-09-14
None,Prishtine,KOS,0,1071.87976074,2025-08-29,2025-09-14
None,Nomme Kalju,EST,0,1067.46789551,2025-08-15,2025-09-14
None,Floriana,MLT,0,1066.53259277,2025-08-29,2025-09-14
None,The New Saints,WAL,0,1066.42797852,2025-07-30,2025-09-14
None,Differdang,LUX,0,1064.40576172,2025-08-29,2025-09-14
None,Ivanjica,SRB,1,1062.21691895,2025-08-27,2025-08-30
None,Larne,NIR,0,1059.32751465,2025-08-29,2025-09-14
None,Hibernians Paola,MLT,0,1058.39916992,2025-08-29,2025-09-14
None,Montana 1921,BUL,1,1057.37255859,2025-08-30,2025-09-14
None,Radnik Surdulica,SRB,1,1056.99182129,2025-08-27,2025-08-30
None,R Letzebuerg,LUX,0,1055.80249023,2025-08-29,2025-09-14
None,Birkirkara,MLT,0,1053.95605469,2025-08-29,2025-09-14
None,Dobrudzha,BUL,1,1053.81201172,2025-08-30,2025-09-14
None,Dungannon,NIR,0,1052.24328613,2025-08-29,2025-09-14
None,Blagoevgrad,BUL,1,1050.54589844,2025-08-29,2025-09-14
None,FC Infonet,EST,0,1050.10668945,2025-08-15,2025-09-14
None,HB Torshavn,FAR,0,1050.02612305,2025-08-15,2025-09-14
None,Una Strassen,LUX,0,1047.8717041,2025-08-29,2025-09-14
None,Malisheva,KOS,0,1044.98461914,2025-08-29,2025-09-14
None,Runavik,FAR,0,1039.27270508,2025-08-15,2025-09-14
None,Dudelange,LUX,0,1035.68383789,2025-08-29,2025-09-14
None,Podgorica,MNT,0,1034.60522461,2025-08-01,2025-09-14
None,Hebar,BUL,1,1033.51965332,2025-08-29,2025-09-14
None,Gota,FAR,0,1033.25939941,2025-08-15,2025-09-14
None,Cliftonville,NIR,0,1032.94494629,2025-08-29,2025-09-14
None,Lincoln,GIB,0,1020.64440918,2025-08-29,2025-09-14
None,Escaldes,AND,0,1002.06817627,2025-08-01,2025-09-14
None,Penybont,WAL,0,988.08203125,2025-07-30,2025-09-14
None,Haverfordwest,WAL,0,985.360351562,2025-07-30,2025-09-14
None,Santa Coloma,AND,0,954.305175781,2025-08-01,2025-09-14
None,St Josephs,GIB,0,949.520996094,2025-08-29,2025-09-14
None,Atletic Club Escaldes,AND,0,944.22265625,2025-08-01,2025-09-14
None,FCB Magpies,GIB,0,916.444519043,2025-08-29,2025-09-14
None,SS Virtus,SMR,0,767.627746582,2025-08-29,2025-09-14
None,Tre Fiori,SMR,0,736.193237305,2025-08-29,2025-09-14
None,La Fiorita,SMR,0,716.190124512,2025-08-29,2025-09-14


